date,clamt,rhum,wdsp,wddir,indm,ind,indt,indwd,sun,clht,temp,msl,indw,vis,vappr,ww,result,w,wetb,dewpt
16-aug-2010 12:00,7,89,6,230,2,0,0,2,0.0,10,15.4,1020.7,0,20000,15.6,2,0.0,11,14.4,13.6
16-aug-2010 13:00,7,84,8,230,2,0,0,2,0.0,12,16.1,1020.2,0,30000,15.4,2,0.0,11,14.6,13.4
16-aug-2010 14:00,7,84,10,220,2,0,0,2,0.0,120,16.0,1019.7,0,40000,15.3,2,0.0,11,14.5,13.3
16-aug-2010 15:00,7,82,10,220,2,0,0,2,0.0,14,16.4,1018.7,0,35000,15.4,2,0.0,11,14.7,13.4
16-aug-2010 16:00,7,90,11,220,2,0,0,2,0.0,9,15.6,1018.3,0,25000,16.0,2,0.0,11,14.7,14.1
16-aug-2010 17:00,8,100,10,230,2,2,0,2,0.0,3,14.6,1017.8,0,3500,16.6,60,0.0,62,14.6,14.6
16-aug-2010 18:00,8,100,11,230,2,0,0,2,0.0,2,14.6,1017.1,0,3000,16.6,60,0.1,62,14.6,14.6
16-aug-2010 19:00,8,100,9,230,2,0,0,2,0.0,3,14.7,1016.7,0,6000,16.7,21,0.4,62,14.7,14.7
16-aug-2010 20:00,8,100,8,230,2,0,0,2,0.0,3,14.7,1016.0,0,6000,16.7,50,0.1,52,14.7,14.7
16-aug-2010 21:00,8,100,7,230,2,2,0,2,0.0,4,14.8,1015.9,0,15000,16.8,20,0.0,65,14.8,14.8
16-aug-2010 22:00,8,100,7,230,2,0,0,2,0.0,4,14.9,1015.3,0,16000,16.9,2,0.0,11,14.9,14.9
16-aug-2010 23:00,7,100,8,240,2,0,0,2,0.0,5,14.8,1014.6,0,20000,16.8,2,0.0,11,14.8,14.8
17-aug-2010 00:00,7,100,7,240,2,0,0,2,0.0,13,14.8,1014.2,0,20000,16.8,2,0.0,65,14.8,14.8
17-aug-2010 01:00,7,100,7,250,2,2,0,2,0.0,4,14.8,1013.8,0,15000,16.8,50,0.0,52,14.8,14.8
17-aug-2010 02:00,7,100,9,300,2,2,0,2,0.0,60,14.4,1013.5,0,20000,16.4,20,0.0,52,14.4,14.4
17-aug-2010 03:00,7,94,14,320,2,0,0,2,0.0,10,14.1,1013.5,0,30000,15.2,2,0.0,52,13.6,13.2
17-aug-2010 04:00,7,96,17,320,2,2,0,2,0.0,12,13.0,1013.7,0,20000,14.4,50,0.0,52,12.7,12.4
17-aug-2010 05:00,5,84,16,310,2,2,0,2,0.0,16,12.3,1013.9,0,30000,12.1,20,0.0,52,11.0,9.8
17-aug-2010 06:00,5,84,18,310,2,0,0,2,0.7,250,11.6,1014.2,0,30000,11.5,2,0.0,52,10.3,9.1
17-aug-2010 07:00,3,84,17,330,2,0,0,2,0.9,999,11.9,1014.5,0,40000,11.7,2,0.0,11,10.6,9.3
17-aug-2010 08:00,3,76,17,340,2,0,0,2,1.0,999,13.0,1014.7,0,40000,11.4,2,0.0,11,10.9,8.9
17-aug-2010 09:00,5,73,13,330,2,0,0,2,0.8,250,14.2,1014.8,0,30000,11.7,2,0.0,11,11.7,9.4
17-aug-2010 10:00,6,65,12,310,2,0,0,2,0.0,20,14.9,1014.7,0,65000,11.0,2,0.0,11,11.6,8.5
17-aug-2010 11:00,5,65,13,310,2,0,0,2,0.7,40,15.4,1014.5,0,50000,11.3,2,0.0,11,12.0,8.8
17-aug-2010 12:00,7,53,14,310,2,0,0,2,0.0,45,16.7,1014.1,0,50000,10.1,2,0.0,11,11.9,7.2
17-aug-2010 13:00,7,56,13,300,2,0,0,2,0.0,48,16.1,1014.3,0,50000,10.2,2,0.0,11,11.7,7.4
17-aug-2010 14:00,7,62,11,300,2,0,0,2,0.0,42,15.5,1014.1,0,50000,10.9,2,0.0,11,11.8,8.2
17-aug-2010 15:00,7,55,10,290,2,0,0,2,0.0,50,16.6,1013.6,0,50000,10.3,2,0.0,11,12.0,7.4
17-aug-2010 16:00,7,59,9,300,2,0,0,2,0.0,36,16.1,1013.3,0,50000,10.7,2,0.0,11,12.0,7.9
17-aug-2010 17:00,7,59,9,300,2,0,0,2,0.1,50,16.3,1013.1,0,50000,10.9,2,0.0,11,12.2,8.2
17-aug-2010 18:00,7,58,9,300,2,0,0,2,0.1,50,15.7,1012.9,0,50000,10.4,2,0.0,11,11.6,7.6
17-aug-2010 19:00,1,66,6,300,2,0,0,2,0.4,999,15.5,1012.8,0,40000,11.6,2,0.0,11,12.2,9.1
17-aug-2010 20:00,5,70,4,290,2,0,0,2,0.0,60,14.5,1012.8,0,45000,11.5,2,0.0,11,11.7,9.1
17-aug-2010 21:00,6,79,5,260,2,0,0,2,0.0,60,12.9,1012.9,0,45000,11.8,2,0.0,11,11.1,9.3
17-aug-2010 22:00,6,84,5,250,2,0,0,2,0.0,60,13.1,1012.5,0,45000,12.6,2,0.0,11,11.7,10.4
17-aug-2010 23:00,7,86,5,260,2,0,0,2,0.0,60,12.6,1012.3,0,40000,12.5,2,0.0,11,11.4,10.3
18-aug-2010 00:00,7,82,6,260,2,0,0,2,0.0,70,12.6,1012.0,0,40000,12.0,2,0.0,11,11.1,9.7
18-aug-2010 01:00,7,83,8,250,2,0,0,2,0.0,70,12.3,1011.4,0,40000,11.9,2,0.0,11,10.9,9.5
18-aug-2010 02:00,3,97,6,230,2,3,0,2,0.0,999,9.6,1011.1,0,40000,11.6,2,0.0,11,9.4,9.2
18-aug-2010 03:00,6,97,6,230,2,3,0,2,0.0,60,11.1,1010.4,0,30000,12.9,2,0.0,11,10.9,10.7
18-aug-2010 04:00,7,99,6,240,2,2,0,2,0.0,48,10.4,1009.9,0,30000,12.4,25,0.0,82,10.3,10.1
18-aug-2010 05:00,2,100,6,250,2,3,0,2,0.0,999,11.0,1009.6,0,30000,13.1,2,0.0,11,11.0,11.0
18-aug-2010 06:00,6,100,7,250,2,3,0,2,0.0,60,11.5,1009.3,0,45000,13.6,3,0.0,81,11.5,11.5
18-aug-2010 07:00,2,99,7,240,2,3,0,2,0.9,999,11.2,1009.5,0,40000,13.1,2,0.0,11,11.1,11.0
18-aug-2010 08:00,2,91,7,250,2,0,0,2,1.0,999,13.4,1009.2,0,40000,13.9,2,0.0,11,12.6,11.9
18-aug-2010 09:00,3,75,8,260,2,0,0,2,1.0,999,15.0,1008.8,0,50000,12.8,2,0.0,11,12.7,10.6
18-aug-2010 10:00,3,60,10,260,2,0,0,2,1.0,999,15.8,1008.5,0,50000,10.8,2,0.0,11,11.9,8.1
18-aug-2010 11:00,4,54,11,270,2,0,0,2,1.0,50,17.1,1008.2,0,50000,10.5,2,0.0,11,12.3,7.7
18-aug-2010 12:00,6,64,11,260,2,0,0,2,1.0,28,16.0,1008.1,0,50000,11.7,2,0.0,11,12.5,9.2
18-aug-2010 13:00,4,46,12,270,2,0,0,2,1.0,60,17.6,1007.3,0,50000,9.2,2,0.0,11,11.8,5.7
18-aug-2010 14:00,5,52,14,260,2,0,0,2,1.0,27,18.9,1007.2,0,50000,11.3,2,0.0,11,13.6,8.7
18-aug-2010 15:00,7,55,14,260,2,0,0,2,0.6,27,17.6,1007.1,0,50000,11.1,2,0.0,11,12.9,8.6
18-aug-2010 16:00,7,58,14,270,2,0,0,2,0.5,27,17.7,1007.0,0,50000,11.7,2,0.0,11,13.3,9.3
18-aug-2010 17:00,6,59,13,260,2,0,0,2,1.0,60,16.8,1006.9,0,50000,11.2,2,0.0,11,12.6,8.7
18-aug-2010 18:00,1,58,12,250,2,0,0,2,0.5,999,16.6,1006.8,0,45000,11.0,2,0.0,11,12.4,8.3
18-aug-2010 19:00,5,69,12,250,2,0,0,2,0.0,60,14.5,1007.1,0,45000,11.3,2,0.0,11,11.6,8.7
18-aug-2010 20:00,5,76,9,250,2,0,0,2,0.0,60,13.3,1007.7,0,45000,11.6,2,0.0,11,11.2,9.1
18-aug-2010 21:00,7,85,6,240,2,0,0,2,0.0,60,11.8,1008.4,0,40000,11.8,2,0.0,11,10.6,9.5
18-aug-2010 22:00,7,89,4,210,2,0,0,2,0.0,60,11.4,1008.2,0,40000,12.0,2,0.0,11,10.5,9.7
18-aug-2010 23:00,3,92,6,230,2,3,0,2,0.0,999,10.7,1008.2,0,40000,11.9,2,0.0,11,10.1,9.4
19-aug-2010 00:00,6,92,3,230,2,3,0,2,0.0,60,10.9,1008.4,0,40000,12.0,2,0.0,11,10.3,9.8
19-aug-2010 01:00,3,97,6,230,2,3,0,2,0.0,999,10.4,1008.0,0,30000,12.3,2,0.0,11,10.2,9.9
19-aug-2010 02:00,6,96,7,230,2,3,0,2,0.0,60,11.4,1007.8,0,30000,13.0,2,0.0,11,11.1,10.8
19-aug-2010 03:00,7,96,7,230,2,3,0,2,0.0,140,11.3,1007.5,0,30000,12.9,2,0.0,11,11.0,10.8
19-aug-2010 04:00,7,96,5,230,2,3,0,2,0.0,120,11.2,1007.1,0,30000,12.8,2,0.0,11,10.9,10.6
19-aug-2010 05:00,7,96,2,210,2,3,0,2,0.0,110,11.4,1007.0,0,30000,13.0,2,0.0,11,11.1,10.9
19-aug-2010 06:00,7,96,3,170,2,3,0,2,0.0,45,11.6,1007.1,0,40000,13.1,2,0.0,11,11.3,11.1
19-aug-2010 07:00,7,98,4,130,2,2,0,2,0.0,45,12.6,1006.5,0,40000,14.2,25,0.0,82,12.4,12.2
19-aug-2010 08:00,7,100,6,130,2,0,0,2,0.0,10,13.1,1006.5,0,25000,15.1,58,0.3,65,13.1,13.0
19-aug-2010 09:00,8,100,7,170,2,0,0,2,0.0,11,13.1,1006.2,0,6000,15.1,60,0.7,65,13.1,13.1
19-aug-2010 10:00,8,100,9,130,2,0,0,2,0.0,4,13.3,1005.4,0,5000,15.3,58,0.3,65,13.3,13.3
19-aug-2010 11:00,8,100,11,130,2,0,0,2,0.0,3,13.3,1004.6,0,5000,15.3,61,1.0,66,13.3,13.3
19-aug-2010 12:00,8,100,13,120,2,0,0,2,0.0,2,13.4,1003.2,0,4000,15.4,61,1.1,86,13.4,13.4
19-aug-2010 13:00,8,100,16,100,2,0,0,2,0.0,2,14.0,1001.9,0,1100,16.0,61,0.9,66,14.0,14.0
19-aug-2010 14:00,8,100,11,110,2,0,0,2,0.0,5,17.0,1000.7,0,8000,19.4,28,0.3,64,17.0,17.0
19-aug-2010 15:00,7,99,14,210,2,0,0,2,0.0,6,17.2,1001.0,0,5000,19.4,1,0.0,64,17.1,17.1
19-aug-2010 16:00,8,100,12,210,2,0,0,2,0.0,3,16.8,1001.0,0,5000,19.1,61,0.3,65,16.8,16.8
19-aug-2010 17:00,8,100,14,210,2,0,0,2,0.0,2,16.5,1000.7,0,8000,18.8,60,0.4,64,16.5,16.5
19-aug-2010 18:00,8,100,14,210,2,2,0,2,0.0,3,16.4,1000.6,0,16000,18.6,21,0.0,64,16.4,16.4
19-aug-2010 19:00,8,100,12,190,2,0,0,2,0.0,3,16.6,1000.7,0,900,18.9,60,0.8,64,16.6,16.6
19-aug-2010 20:00,8,100,13,210,2,0,0,2,0.0,2,16.9,1001.0,0,1600,19.2,58,0.4,64,16.9,16.9
19-aug-2010 21:00,8,100,16,210,2,0,0,2,0.0,2,16.7,1001.7,0,900,19.0,51,0.1,64,16.7,16.7
19-aug-2010 22:00,8,100,14,210,2,0,0,2,0.0,2,16.6,1002.3,0,200,18.9,58,0.1,64,16.6,16.6
19-aug-2010 23:00,8,100,13,210,2,0,0,2,0.0,2,16.5,1002.3,0,200,18.8,58,0.3,64,16.5,16.5
20-aug-2010 00:00,8,100,14,210,2,0,0,2,0.0,2,16.6,1002.3,0,200,18.9,58,0.3,64,16.6,16.6
20-aug-2010 01:00,8,100,15,210,2,0,0,2,0.0,2,16.9,1001.8,0,300,19.2,58,0.4,64,16.9,16.9
20-aug-2010 02:00,8,100,15,190,2,0,0,2,0.0,2,16.8,1001.5,0,200,19.1,58,0.1,64,16.8,16.8
20-aug-2010 03:00,8,100,17,210,2,2,0,2,0.0,2,16.8,1001.3,0,100,19.1,51,0.0,64,16.8,16.8
20-aug-2010 04:00,8,100,18,210,2,2,0,2,0.0,2,16.9,1001.3,0,100,19.2,51,0.0,64,16.9,16.9
20-aug-2010 05:00,8,100,18,210,2,0,0,2,0.0,2,16.9,1001.5,0,3000,19.2,58,0.6,64,16.9,16.9
20-aug-2010 06:00,8,100,18,210,2,0,0,2,0.0,2,16.9,1001.9,0,3000,19.2,51,0.1,64,16.9,16.9
20-aug-2010 07:00,8,100,18,210,2,0,0,2,0.0,2,16.9,1002.4,0,2500,19.2,61,1.2,66,16.9,16.9
20-aug-2010 08:00,7,100,16,220,2,0,0,2,0.0,4,16.3,1003.8,0,25000,18.5,21,0.1,62,16.3,16.3
20-aug-2010 09:00,6,99,10,240,2,0,0,2,0.5,60,15.4,1005.2,0,40000,17.3,1,0.0,65,15.3,15.3
20-aug-2010 10:00,6,86,9,240,2,0,0,2,1.0,40,16.6,1006.2,0,40000,16.1,2,0.0,11,15.2,14.1
20-aug-2010 11:00,4,73,12,270,2,0,0,2,1.0,30,18.1,1007.1,0,45000,15.1,2,0.0,11,15.3,13.1
20-aug-2010 12:00,3,68,12,260,2,0,0,2,1.0,999,19.2,1007.7,0,50000,15.0,1,0.0,61,15.7,13.1
20-aug-2010 13:00,3,61,13,240,2,0,0,2,1.0,999,19.7,1008.6,0,50000,14.1,2,0.0,11,15.4,12.1
20-aug-2010 14:00,4,58,13,240,2,0,0,2,1.0,999,18.6,1009.4,0,50000,12.5,2,0.0,11,14.1,10.2
20-aug-2010 15:00,3,57,12,250,2,0,0,2,1.0,999,19.9,1010.0,0,50000,13.3,2,0.0,11,15.1,11.3
20-aug-2010 16:00,3,59,12,240,2,0,0,2,1.0,999,18.9,1010.5,0,50000,12.8,2,0.0,11,14.4,10.7
20-aug-2010 17:00,3,62,11,230,2,0,0,2,1.0,999,18.6,1010.9,0,50000,13.2,2,0.0,11,14.5,11.2
20-aug-2010 18:00,2,68,10,240,2,0,0,2,1.0,999,17.4,1011.4,0,50000,13.4,2,0.0,11,14.1,11.3
20-aug-2010 19:00,1,73,10,240,2,0,0,2,0.9,999,15.5,1012.0,0,50000,12.8,2,0.0,11,12.9,10.6
20-aug-2010 20:00,1,83,7,240,2,0,0,2,0.0,999,13.0,1013.1,0,50000,12.4,2,0.0,11,11.5,10.0
20-aug-2010 21:00,1,94,6,230,2,3,0,2,0.0,999,11.5,1013.9,0,50000,12.7,2,0.0,11,11.0,10.5
20-aug-2010 22:00,1,96,7,230,2,3,0,2,0.0,999,11.1,1014.6,0,40000,12.7,2,0.0,11,10.8,10.6
20-aug-2010 23:00,1,100,7,230,2,3,0,2,0.0,999,11.0,1014.7,0,40000,13.1,2,0.0,11,11.0,11.0
21-aug-2010 00:00,1,100,7,220,2,3,0,2,0.0,999,11.0,1014.7,0,40000,13.1,2,0.0,11,11.0,11.0
21-aug-2010 01:00,1,100,7,220,2,3,0,2,0.0,999,11.5,1015.0,0,40000,13.6,2,0.0,11,11.5,11.5
21-aug-2010 02:00,3,100,6,230,2,3,0,2,0.0,999,12.2,1015.2,0,25000,14.2,2,0.0,11,12.2,12.2
21-aug-2010 03:00,7,100,4,230,2,3,0,2,0.0,2,12.5,1015.0,0,8000,14.5,10,0.0,11,12.5,12.5
21-aug-2010 04:00,7,100,5,230,2,3,0,2,0.0,180,12.5,1015.0,0,6000,14.5,10,0.0,22,12.5,12.5
21-aug-2010 05:00,7,100,6,230,2,3,0,2,0.0,2,12.5,1015.0,0,1600,14.5,10,0.1,22,12.5,12.5
21-aug-2010 06:00,7,100,4,210,2,3,0,2,0.0,100,12.4,1015.3,0,600,14.4,46,0.0,41,12.4,12.4
21-aug-2010 07:00,5,100,4,210,2,3,0,2,0.2,50,13.0,1015.3,0,6000,15.0,28,0.0,42,13.0,13.0
21-aug-2010 08:00,7,100,5,210,2,0,0,2,0.7,40,14.1,1015.6,0,8000,16.1,10,0.0,11,14.1,14.1
21-aug-2010 09:00,6,98,6,220,2,0,0,2,0.9,14,15.0,1015.5,0,30000,16.7,1,0.0,41,14.8,14.6
21-aug-2010 10:00,5,75,9,210,2,0,0,2,0.8,16,17.1,1015.5,0,40000,14.6,2,0.0,11,14.6,12.7
21-aug-2010 11:00,7,78,9,210,2,0,0,2,0.2,16,16.6,1015.6,0,40000,14.6,2,0.0,11,14.4,12.7
21-aug-2010 12:00,7,77,9,200,2,0,0,2,0.4,16,17.1,1015.6,0,40000,15.0,25,0.1,84,14.8,13.0
21-aug-2010 13:00,7,75,11,210,2,2,0,2,0.5,16,17.9,1015.2,0,40000,15.3,25,0.0,82,15.3,13.3
21-aug-2010 14:00,6,76,12,210,2,2,0,2,0.6,40,17.5,1015.4,0,40000,15.2,25,0.0,82,15.1,13.3
21-aug-2010 15:00,3,65,13,230,2,0,0,2,1.0,999,18.8,1015.3,0,50000,14.0,1,0.0,81,15.0,12.0
21-aug-2010 16:00,2,55,12,240,2,0,0,2,1.0,999,19.0,1014.8,0,50000,12.2,2,0.0,11,14.1,9.9
21-aug-2010 17:00,3,61,12,240,2,0,0,2,0.7,999,18.3,1015.1,0,50000,12.9,2,0.0,11,14.2,10.8
21-aug-2010 18:00,5,73,9,240,2,0,0,2,0.4,35,17.0,1015.3,0,50000,14.1,3,0.0,81,14.3,12.2
21-aug-2010 19:00,3,78,9,250,2,0,0,2,0.3,999,15.5,1015.4,0,50000,13.7,2,0.0,11,13.4,11.7
21-aug-2010 20:00,1,80,7,250,2,0,0,2,0.0,999,14.4,1015.9,0,50000,13.1,2,0.0,11,12.6,11.0
21-aug-2010 21:00,1,91,6,250,2,3,0,2,0.0,999,12.7,1016.4,0,45000,13.3,2,0.0,11,11.9,11.1
21-aug-2010 22:00,1,98,7,240,2,3,0,2,0.0,999,12.0,1016.6,0,40000,13.7,2,0.0,11,11.8,11.7
21-aug-2010 23:00,5,100,6,240,2,3,0,2,0.0,210,12.2,1016.6,0,35000,14.2,2,0.0,11,12.2,12.2
22-aug-2010 00:00,6,100,6,230,2,3,0,2,0.0,220,12.1,1016.5,0,30000,14.1,2,0.0,11,12.1,12.1
22-aug-2010 01:00,3,100,6,240,2,3,0,2,0.0,999,11.4,1016.4,0,25000,13.5,2,0.0,11,11.4,11.4
22-aug-2010 02:00,1,100,7,230,2,3,0,2,0.0,999,10.8,1015.9,0,20000,12.9,2,0.0,11,10.8,10.8
22-aug-2010 03:00,7,100,6,220,2,3,0,2,0.0,1,11.3,1015.7,0,600,13.4,46,0.0,41,11.3,11.3
22-aug-2010 04:00,7,100,6,230,2,3,0,2,0.0,1,11.9,1015.4,0,500,13.9,46,0.1,44,11.9,11.9
22-aug-2010 05:00,7,100,7,230,2,3,0,2,0.0,1,11.9,1015.0,0,500,13.9,44,0.0,44,11.9,11.9
22-aug-2010 06:00,8,100,4,240,2,3,0,2,0.0,1,11.6,1014.7,0,200,13.7,46,0.0,41,11.6,11.6
22-aug-2010 07:00,7,100,4,210,2,3,0,2,0.2,1,12.0,1014.8,0,200,14.0,44,0.1,42,12.0,12.0
22-aug-2010 08:00,4,100,5,220,2,3,0,2,1.0,999,13.2,1014.7,0,2500,15.2,28,0.0,41,13.2,13.2
22-aug-2010 09:00,3,100,6,240,2,0,0,2,1.0,999,14.2,1014.1,0,30000,16.2,1,0.0,41,14.2,14.2
22-aug-2010 10:00,3,77,7,240,2,0,0,2,1.0,999,16.9,1013.6,0,45000,14.8,2,0.0,11,14.6,12.7
22-aug-2010 11:00,5,70,8,210,2,0,0,2,1.0,22,18.6,1012.9,0,50000,14.9,2,0.0,11,15.4,12.9
22-aug-2010 12:00,6,71,8,220,2,0,0,2,0.4,100,17.5,1012.5,0,50000,14.1,3,0.0,41,14.5,12.0
22-aug-2010 13:00,7,70,10,200,2,0,0,2,0.5,90,17.4,1012.1,0,50000,13.8,2,0.0,11,14.3,11.7
22-aug-2010 14:00,4,70,11,200,2,0,0,2,1.0,240,17.7,1011.2,0,50000,14.1,2,0.0,11,14.6,12.1
22-aug-2010 15:00,7,71,10,200,2,0,0,2,0.5,140,17.2,1010.2,0,45000,14.0,2,0.0,11,14.3,12.0
22-aug-2010 16:00,7,72,9,200,2,0,0,2,0.1,80,16.9,1009.3,0,45000,13.8,2,0.0,11,14.1,11.9
22-aug-2010 17:00,8,75,7,190,2,0,0,2,0.0,70,16.2,1008.7,0,50000,13.9,2,0.0,11,13.8,11.8
22-aug-2010 18:00,8,85,6,190,2,0,0,2,0.0,60,15.1,1008.4,0,45000,14.5,2,0.0,11,13.7,12.6
22-aug-2010 19:00,8,92,4,190,2,2,0,2,0.0,60,14.4,1007.6,0,28000,15.1,80,0.0,22,13.7,13.2
22-aug-2010 20:00,8,95,3,180,2,2,0,2,0.0,60,14.0,1007.0,0,25000,15.2,80,0.0,82,13.6,13.3
22-aug-2010 21:00,8,97,2,160,2,2,0,2,0.0,50,13.9,1006.3,0,20000,15.3,25,0.0,82,13.6,13.3
22-aug-2010 22:00,8,97,3,90,2,2,0,2,0.0,50,13.8,1005.2,0,15000,15.2,25,0.0,82,13.5,13.2
22-aug-2010 23:00,8,98,2,110,2,2,0,2,0.0,8,13.9,1004.8,0,12000,15.5,80,0.0,82,13.7,13.5
23-aug-2010 00:00,8,96,2,170,2,0,0,2,0.0,7,12.5,1004.1,0,7000,14.0,80,2.4,82,12.2,11.9
23-aug-2010 01:00,8,100,4,130,2,0,0,2,0.0,12,11.4,1003.2,0,10000,13.5,80,0.1,82,11.4,11.3
23-aug-2010 02:00,8,99,2,240,2,0,0,2,0.0,9,11.5,1002.7,0,8000,13.4,80,0.1,82,11.4,11.3
23-aug-2010 03:00,8,100,2,270,2,0,0,2,0.0,15,12.0,1002.0,0,7000,14.0,60,0.6,86,12.0,11.9
23-aug-2010 04:00,8,100,4,300,2,2,0,2,0.0,29,12.2,1001.3,0,10000,14.2,60,0.0,62,12.2,12.1
23-aug-2010 05:00,7,98,2,270,2,2,0,2,0.0,20,11.9,1000.9,0,8000,13.6,21,0.0,62,11.7,11.5
23-aug-2010 06:00,7,96,4,260,2,0,0,2,0.0,23,11.8,1001.0,0,8000,13.3,10,0.0,86,11.5,11.3
23-aug-2010 07:00,7,98,4,230,2,0,0,2,0.0,22,12.2,1000.9,0,25000,13.9,2,0.0,11,12.0,11.9
23-aug-2010 08:00,6,98,8,250,2,0,0,2,0.4,60,12.4,1001.3,0,40000,14.0,25,0.1,82,12.2,12.0
23-aug-2010 09:00,5,81,14,300,2,0,0,2,1.0,60,13.7,1001.4,0,35000,12.7,1,0.0,82,12.0,10.4
23-aug-2010 10:00,3,77,16,300,2,0,0,2,1.0,999,13.9,1001.5,0,40000,12.2,2,0.0,11,11.8,9.8
23-aug-2010 11:00,4,66,19,300,2,0,0,2,1.0,50,15.4,1001.9,0,50000,11.5,2,0.0,11,12.1,9.0
23-aug-2010 12:00,4,54,21,300,2,0,0,2,1.0,999,16.0,1002.3,0,50000,9.8,1,0.0,81,11.4,6.7
23-aug-2010 13:00,3,56,21,300,2,0,0,2,1.0,999,16.1,1003.0,0,50000,10.2,2,0.0,11,11.7,7.2
23-aug-2010 14:00,5,59,20,300,2,0,0,2,0.7,40,15.1,1004.0,0,50000,10.2,2,0.0,11,11.2,7.3
23-aug-2010 15:00,4,57,18,300,2,0,0,2,1.0,40,16.0,1004.4,0,25000,10.3,15,0.0,11,11.7,7.5
23-aug-2010 16:00,3,56,19,300,2,0,0,2,0.8,999,16.3,1004.7,0,50000,10.4,2,0.0,11,11.9,7.5
23-aug-2010 17:00,3,62,16,280,2,0,0,2,0.8,999,14.7,1005.3,0,50000,10.3,2,0.0,11,11.1,7.4
23-aug-2010 18:00,2,62,16,280,2,0,0,2,0.8,999,14.4,1005.7,0,50000,10.2,2,0.0,11,10.9,7.2
23-aug-2010 19:00,1,67,14,280,2,0,0,2,0.4,999,13.6,1006.1,0,50000,10.4,2,0.0,11,10.6,7.6
23-aug-2010 20:00,3,71,11,280,2,0,0,2,0.0,999,12.8,1007.0,0,45000,10.5,2,0.0,11,10.3,7.7
23-aug-2010 21:00,1,77,8,250,2,0,0,2,0.0,999,11.4,1007.7,0,40000,10.3,2,0.0,11,9.5,7.4
23-aug-2010 22:00,1,83,11,250,2,0,0,2,0.0,999,10.4,1007.7,0,40000,10.5,2,0.0,11,9.1,7.7
23-aug-2010 23:00,1,87,9,250,2,0,0,2,0.0,999,10.2,1007.5,0,35000,10.8,2,0.0,11,9.2,8.2
24-aug-2010 00:00,1,96,9,230,2,3,0,2,0.0,999,9.4,1007.6,0,30000,11.3,2,0.0,11,9.1,8.7
24-aug-2010 01:00,1,91,8,230,2,3,0,2,0.0,999,10.8,1007.3,0,30000,11.8,2,0.0,11,10.1,9.5
24-aug-2010 02:00,1,86,13,260,2,0,0,2,0.0,999,11.3,1007.6,0,30000,11.6,2,0.0,11,10.2,9.0
24-aug-2010 03:00,1,89,10,250,2,0,0,2,0.0,999,11.0,1007.6,0,30000,11.6,2,0.0,11,10.1,9.1
24-aug-2010 04:00,1,89,9,250,2,0,0,2,0.0,999,10.7,1007.7,0,30000,11.4,2,0.0,11,9.8,8.9
24-aug-2010 05:00,3,90,8,250,2,2,0,2,0.0,999,11.0,1007.6,0,30000,11.8,25,0.0,80,10.2,9.4
24-aug-2010 06:00,1,92,8,260,2,0,0,2,0.2,999,10.5,1008.2,0,25000,11.7,1,0.0,80,9.9,9.2
24-aug-2010 07:00,1,91,6,230,2,0,0,2,1.0,999,11.1,1008.7,0,40000,12.0,2,0.0,11,10.4,9.8
24-aug-2010 08:00,1,78,11,260,2,0,0,2,1.0,999,13.4,1009.1,0,40000,12.0,2,0.0,11,11.5,9.8
24-aug-2010 09:00,6,66,17,280,2,2,0,2,0.7,30,14.1,1009.5,0,50000,10.6,80,0.0,81,11.0,7.9
24-aug-2010 10:00,3,58,16,280,2,2,0,2,0.9,999,15.2,1010.5,0,40000,10.1,25,0.0,81,11.2,7.2
24-aug-2010 11:00,3,64,17,290,2,0,0,2,0.9,999,15.3,1010.7,0,40000,11.0,2,0.0,11,11.8,8.5
24-aug-2010 12:00,3,52,14,290,2,0,0,2,1.0,999,16.7,1010.9,0,50000,9.9,2,0.0,81,11.8,6.8
24-aug-2010 13:00,4,47,14,300,2,0,0,2,1.0,38,16.4,1011.9,0,50000,8.8,2,0.0,11,11.0,5.0
24-aug-2010 14:00,3,49,13,300,2,0,0,2,1.0,999,17.3,1012.0,0,50000,9.6,2,0.0,11,11.9,6.3
24-aug-2010 15:00,3,45,12,300,2,0,0,2,1.0,999,18.0,1012.4,0,50000,9.2,2,0.0,11,12.0,5.9
24-aug-2010 16:00,3,48,11,310,2,0,0,2,1.0,999,17.3,1012.3,0,50000,9.4,2,0.0,11,11.8,6.2
24-aug-2010 17:00,3,49,9,300,2,0,0,2,1.0,999,17.3,1012.6,0,50000,9.6,2,0.0,11,11.9,6.5
24-aug-2010 18:00,2,48,9,300,2,0,0,2,0.8,999,17.0,1012.6,0,50000,9.3,2,0.0,11,11.6,5.9
24-aug-2010 19:00,2,58,7,320,2,0,0,2,0.0,999,15.1,1013.2,0,50000,10.0,2,0.0,11,11.1,7.0
24-aug-2010 20:00,4,67,6,320,2,0,0,2,0.0,999,14.0,1013.7,0,50000,10.7,2,0.0,11,11.0,7.9
24-aug-2010 21:00,3,70,7,340,2,0,0,2,0.0,999,13.1,1014.1,0,40000,10.6,2,0.0,11,10.5,7.9
24-aug-2010 22:00,6,76,7,340,2,0,0,2,0.0,250,12.2,1014.4,0,40000,10.8,2,0.0,11,10.2,8.2
24-aug-2010 23:00,7,80,6,350,2,0,0,2,0.0,240,11.9,1014.2,0,40000,11.1,2,0.0,11,10.2,8.4
25-aug-2010 00:00,7,82,4,340,2,0,0,2,0.0,200,11.4,1014.1,0,40000,11.0,2,0.0,11,9.9,8.4
